frame,trans_error,rot_error_deg
944,0.235792,1.18845
945,0.646632,0.723865
946,0.0991284,0.503785
947,0.57846,0.70714
948,0.514708,0.489611
949,0.203452,0.121396
950,0.206938,0.202707
951,0.290036,0.481541
952,0.782518,0.638204
953,0.984934,0.48307
954,0,1.14507
955,1.13844,1.31738
956,0.0919303,0.0288126
957,0.115295,0.437816
958,0.603038,1.12038
959,0.144794,0.116662
960,0.0384633,0.0452293
961,1.14331,2.51248
962,0.51656,1.26477
963,0,2.06232
964,0.0712212,1.38256
965,0.0967299,0.745871
966,0,1.49168
967,0.149538,1.79684
968,0,1.38368
969,0.117222,0.981459
970,0.00231917,0.22942
971,0.555777,0.853427
972,0.135017,0.18565
973,0.568263,1.04571
974,0.125336,0.18359
975,0.126442,0.238104
976,0.324708,0.415738
977,0,0.0574966
978,0.274731,0.55902
979,0.468668,1.09831
980,0,0.164912
981,0.127537,0.322951
982,0.169686,0.595216
983,0.0268243,0.0961478
984,0.0808723,0.241454
985,0.111843,0.145324
986,0,0.52181
987,0.3502,0.650882
988,0.123838,0.135126
989,0.496177,1.3182
990,0.0441169,0.385341
991,0.0621675,0.0774634
992,0.75243,1.34278
993,1.33082,3.9168
994,0.132742,0.47612
995,0.0301499,0.277858
996,0.577785,0.689992
997,1.06098,1.69864
998,0.289475,0.441819
999,0.815713,2.20418
1000,0.921076,3.50861
1001,0.495453,0.954487
1002,1.17598,5.4113
1003,0.679581,1.42241
1004,0,3.45852
1005,0.377379,0.285538
1006,1.20836,3.10451
1007,0.396048,0.538903
1008,1.03038,2.13808
1009,0.191975,0.441304
1010,0.421896,1.04668
1011,0.201938,0.670939
1012,0.640195,0.857161
1013,0.354313,0.365005
1014,0.487914,1.01954
1015,0.310845,1.1561
1016,0.424459,2.20159
1017,0.576938,1.03943
1018,0.209465,0.0854715
1019,0.864438,2.32331
1020,0.174536,0.595708
1021,0.14849,0.733765
1022,0.718684,1.60369
1023,0.289326,1.02538
1024,0.207512,0.298392
1025,0.167688,0.246761
1026,0.210928,1.00074
1027,0.157358,0.615295
1028,0,3.92574
1029,0.394249,0.606934
1030,0.347452,0.644923
1031,0.33139,0.594574
1032,0.154832,0.828447
1033,0.0900542,1.24288
1034,0.251109,2.28198
1035,0.168837,0.61821
1036,0.0259907,0.537133
1037,0.405505,0.746471
1038,0.267627,0.775645
1039,1.87801,1.81263
1040,0.131271,0.341428
1041,0.0556125,0.350164
1042,1.94018,1.45364
1043,0.120427,0.14253
1044,0.248617,0.218565
1045,0.101337,0.598503
1046,0.163837,0.590945
1047,0.19963,0.299423
1048,0.199879,0.605676
1049,0.317155,0.257922
1050,0.268803,0.648282
1051,0.504941,0.122818
1052,0.122956,0.0331987
1053,0.571772,0.311938
1054,0,0.972426
1055,0.474325,0.948353
1056,0.393319,0.343883
1057,0.835231,1.2809
1058,1.46129,1.20634
1059,1.10783,1.61217
1060,0.509804,0.292519
1061,0.667232,0.461599
1062,0,0.469997
1063,1.45068,1.00323
1064,1.24038,1.30689
1065,1.06981,1.19115
1066,0,1.56557
1067,0.724149,0.390275
1068,1.05579,1.44557
1069,0.923315,1.99478
1070,0.468776,0.278249
1071,0.336795,0.565316
1072,0.534259,0.299919
1073,0,1.47319
1074,0.124737,0.190762
1075,0,1.40059
1076,0.325188,0.230167
1077,0.264901,0.254162
1078,0.865412,0.756961
1079,0.329462,0.264461
1080,1.42375,1.55612
1081,0.601053,0.716421
1082,0.895752,1.04786
1083,1.22847,1.80098
1084,0,2.42693
1085,0.908505,1.20735
1086,1.34084,1.32055
1087,0.874732,0.873737
1088,0.959214,1.98473
1089,0.770267,0.586862
1090,0,2.46705
1091,0.913455,2.18954
1092,1.07285,2.54007
1093,1.32849,2.07751
1094,0,0.22093
1095,1.15137,1.50386
1096,0.293401,0.196772
1097,1.114,1.8348
1098,1.2284,1.35111
1099,0.664647,1.32722
1100,1.34712,3.21025
1101,0,1.54154
1102,0.369485,0.446436
1103,0.733275,0.705965
1104,0.282979,0.241607
1105,0.869402,1.05135
1106,1.20419,2.58155
1107,0.598385,0.602237
1108,0.11418,0.096887
1109,1.33379,1.44245
1110,0.293631,0.317302
1111,1.07302,0.655516
1112,0.0616961,0.101874
1113,0.587502,0.482639
1114,0.899903,1.7496
1115,0.921005,1.76633
1116,1.03152,1.50997
1117,0.643579,1.15263
1118,1.08516,1.73168
1119,0.146968,0.173807
1120,0.0139008,0.0264252
1121,0.435384,0.220209
1122,0,0.0626183
1123,0.830518,1.14314
1124,0,0.782401
1125,0.0405365,0.0914379
1126,0.297904,0.279276
1127,0.261903,0.312605
1128,0.974525,1.86836
1129,0.484194,0.517511
1130,0.449882,0.266039
1131,0.572913,0.747324
1132,0.0257233,0.088129
1133,0.10074,0.172567
1134,0.466537,0.486175
1135,0.539921,1.0641
1136,0.873879,1.04059
1137,0.13602,0.155809
1138,0.665745,0.536414
1139,0.973436,1.52669
